date,description,amount,type,source,account,category,merchant
2025-05-07,UPI/Cafe Coffee Day/Order,218.41,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-05-08,Amazon/Online Purchase,5305.76,debit,Credit Card,HDFC Credit Card,Shopping,Amazon
2025-05-08,Tata Cliq/Online Purchase,1154.5,debit,UPI,HDFC Savings,Shopping,Tata Cliq
2025-05-08,Mobile Recharge/Jio,319.46,debit,UPI,SBI Savings,Utilities,Jio
2025-05-08,UPI/Reliance Fresh/Pay,789.59,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-05-08,UPI/Cafe Coffee Day/Purchase,200.06,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-05-08,UPI/Namma Yatri/Pay,79.06,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-08,UPI/Uber/Order,287.64,debit,UPI,HDFC Savings,Travel,Uber
2025-05-09,UPI/Zomato/Quick Bite,102.93,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-05-09,UPI/Blinkit/Purchase,388.83,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-05-09,UPI/Namma Yatri/Pay,87.17,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-09,UPI/Spencer's/Quick Pay,712.42,debit,UPI,SBI Savings,Groceries,Spencer's
2025-05-09,UPI/Rapido/Quick Pay,226.03,debit,UPI,SBI Savings,Travel,Rapido
2025-05-09,UPI/HP Petrol Pump/Order,2145.69,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-05-09,UPI/UPI Misc 2/Pay,72.73,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-05-09,UPI/Ola/Order,586.55,debit,UPI,HDFC Savings,Travel,Ola
2025-05-09,UPI/Swiggy Instamart/Quick Pay,179.36,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-05-10,Personal Loan EMI - ICICI Bank PL2024,6200.0,debit,EMI,HDFC Savings,EMI,ICICI Bank
2025-05-10,UPI/Uber/Ride,493.85,debit,UPI,SBI Savings,Travel,Uber
2025-05-10,Freelance/Financial Audit - Client C,12000.0,credit,NEFT,HDFC Savings,Business Income,Freelance Client
2025-05-10,UPI/Ola/Pay,86.46,debit,UPI,SBI Savings,Travel,Ola
2025-05-10,UPI/Big Basket/Purchase,614.2,debit,UPI,SBI Savings,Groceries,Big Basket
2025-05-10,UPI/Ola/Pay,41.79,debit,UPI,HDFC Savings,Travel,Ola
2025-05-10,UPI/Rapido/Quick Pay,194.26,debit,UPI,SBI Savings,Travel,Rapido
2025-05-10,UPI/Namma Yatri/Purchase,294.66,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-10,UPI/Swiggy/Pay,317.12,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-05-10,UPI/Uber/Quick Pay,99.98,debit,UPI,HDFC Savings,Travel,Uber
2025-05-10,UPI/Swiggy Instamart/Order,152.93,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-05-11,UPI/Blinkit/Quick Bite,187.71,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-05-11,UPI/More Supermarket/Grocery,1461.42,debit,UPI,HDFC Savings,Groceries,More Supermarket
2025-05-11,UPI/Uber/Ride,504.48,debit,UPI,SBI Savings,Travel,Uber
2025-05-11,UPI/Namma Yatri/Quick Pay,145.52,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-11,UPI/Uber/Pay,487.14,debit,UPI,HDFC Savings,Travel,Uber
2025-05-11,UPI/Namma Yatri/Pay,141.35,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-11,UPI/Rapido/Quick Pay,181.23,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-11,UPI/Ola/Quick Pay,176.94,debit,UPI,HDFC Savings,Travel,Ola
2025-05-11,UPI/Spencer's/Order,638.95,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-05-12,UPI/Spencer's/Order,729.68,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-05-12,UPI/Haldiram's/Quick Pay,158.69,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-05-12,UPI/Cafe Coffee Day/Purchase,152.51,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-05-12,UPI/Ola/Pay,200.07,debit,UPI,HDFC Savings,Travel,Ola
2025-05-12,UPI/Dunzo/Quick Pay,71.6,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-05-12,UPI/Namma Yatri/Order,67.78,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-12,UPI/Zomato/Quick Pay,170.96,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-05-13,ATM Withdrawal - HDFC Bank,5327.92,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-05-13,UPI/Starbucks/Pay,291.58,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-05-13,UPI/Shell/Purchase,2563.4,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-05-13,UPI/Uber/Pay,450.81,debit,UPI,SBI Savings,Travel,Uber
2025-05-13,UPI/Shell/Pay,937.18,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-05-13,UPI/Rapido/Quick Pay,227.52,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-13,UPI/DMart/Quick Pay,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-05-13,UPI/Rapido/Purchase,111.17,debit,UPI,SBI Savings,Travel,Rapido
2025-05-14,UPI/Dunzo/Food Order,393.81,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-05-14,UPI/Big Basket/Grocery,674.93,debit,UPI,SBI Savings,Groceries,Big Basket
2025-05-14,UPI/Zepto/Grocery,526.18,debit,UPI,SBI Savings,Groceries,Zepto
2025-05-14,Unacademy/Online Course,3743.39,debit,Credit Card,HDFC Credit Card,Education,Unacademy
2025-05-14,UPI/Reliance Fresh/Order,599.51,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-05-14,UPI/Rapido/Purchase,148.87,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-14,UPI/DMart/Quick Pay,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-05-14,UPI/Dunzo/Order,216.28,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-05-15,UPI/Swiggy/Quick Bite,138.76,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-05-15,Meesho/Online Purchase,1109.0,debit,UPI,HDFC Savings,Shopping,Meesho
2025-05-15,UPI/Ola/Ride,360.06,debit,UPI,SBI Savings,Travel,Ola
2025-05-15,Bill/Jio Broadband,984.17,debit,UPI,SBI Savings,Utilities,Jio Broadband
2025-05-15,Credit Card Bill Payment - HDFC CC,13050.92,debit,NEFT,HDFC Savings,Transfers,HDFC Credit Card
2025-05-15,UPI/Pay/Rahul S,200.08,debit,UPI,SBI Savings,Transfers,Rahul S
2025-05-15,UPI/Blinkit/Purchase,665.9,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-05-15,UPI/Ola/Purchase,37.31,debit,UPI,SBI Savings,Travel,Ola
2025-05-15,UPI/UPI Misc 4/Order,240.28,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 4
2025-05-15,UPI/Ola/Pay,489.49,debit,UPI,SBI Savings,Travel,Ola
2025-05-15,UPI/Namma Yatri/Order,31.19,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-16,UPI/Namma Yatri/Purchase,190.94,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-16,UPI/Shell/Purchase,2655.35,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-05-16,UPI/Namma Yatri/Quick Pay,178.01,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-16,UPI/Zomato/Pay,676.52,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-05-16,UPI/KFC/Pay,487.74,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-05-16,UPI/Blinkit/Quick Pay,320.54,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-05-16,UPI/Spencer's/Quick Pay,750.14,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-05-17,UPI/BMTC/Bus Ticket,55.52,debit,UPI,HDFC Savings,Travel,BMTC
2025-05-17,UPI/Received/Ankit J,1258.63,credit,UPI,SBI Savings,Transfers,Ankit J
2025-05-17,UPI/Ola/Order,383.43,debit,UPI,SBI Savings,Travel,Ola
2025-05-17,UPI/HP Petrol Pump/Pay,2785.58,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-05-17,UPI/Uber/Purchase,548.6,debit,UPI,SBI Savings,Travel,Uber
2025-05-17,UPI/Shell/Pay,1080.26,debit,UPI,SBI Savings,Miscellaneous,Shell
2025-05-17,UPI/Ola/Quick Pay,317.4,debit,UPI,SBI Savings,Travel,Ola
2025-05-17,UPI/Namma Yatri/Pay,154.6,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-17,UPI/McDonald's/Quick Pay,183.24,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-05-17,UPI/Reliance Fresh/Order,742.06,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-05-17,UPI/UPI Misc 3/Order,210.15,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-05-18,UPI/Swiggy/Quick Bite,73.89,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-05-18,UPI/Nature's Basket/Grocery,1905.03,debit,UPI,HDFC Savings,Groceries,Nature's Basket
2025-05-18,UPI/Rapido/Ride,200.2,debit,UPI,SBI Savings,Travel,Rapido
2025-05-18,UPI/Pay/Ankit J,1433.64,debit,UPI,HDFC Savings,Transfers,Ankit J
2025-05-18,UPI/Dunzo/Purchase,106.89,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-05-18,UPI/Indian Oil/Quick Pay,2780.01,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-05-18,UPI/Ola/Quick Pay,501.41,debit,UPI,SBI Savings,Travel,Ola
2025-05-19,UPI/McDonald's/Quick Bite,129.87,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-05-19,Nykaa/Online Purchase,1435.36,debit,UPI,SBI Savings,Shopping,Nykaa
2025-05-19,UPI/Ola/Ride,279.14,debit,UPI,SBI Savings,Travel,Ola
2025-05-19,UPI/Uber/Order,143.96,debit,UPI,HDFC Savings,Travel,Uber
2025-05-19,UPI/Ola/Pay,46.07,debit,UPI,SBI Savings,Travel,Ola
2025-05-19,UPI/Ola/Quick Pay,427.5,debit,UPI,HDFC Savings,Travel,Ola
2025-05-20,UPI/Zomato/Food Order,237.38,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-05-20,UPI/Pay/Ankit J,785.25,debit,UPI,SBI Savings,Transfers,Ankit J
2025-05-20,UPI/Pay/Vikram M,739.66,debit,UPI,HDFC Savings,Transfers,Vikram M
2025-05-20,UPI/EasyPark/Parking Fee,64.19,debit,UPI,SBI Savings,Miscellaneous,EasyPark
2025-05-20,UPI/Swiggy Instamart/Quick Pay,58.81,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-05-20,UPI/McDonald's/Purchase,321.28,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-05-20,UPI/Subway/Quick Pay,247.11,debit,UPI,SBI Savings,Food & Dining,Subway
2025-05-21,UPI/Ola/Order,137.17,debit,UPI,HDFC Savings,Travel,Ola
2025-05-21,UPI/Ola/Quick Pay,251.96,debit,UPI,SBI Savings,Travel,Ola
2025-05-21,UPI/Blinkit/Quick Pay,474.2,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-05-21,UPI/Rapido/Pay,55.47,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-22,UPI/Namma Yatri/Ride,250.17,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-22,Subscription/YouTube Premium,189.0,debit,Credit Card,HDFC Credit Card,Entertainment,YouTube Premium
2025-05-22,Thyrocare/Full Body Checkup,1999.0,debit,UPI,HDFC Savings,Healthcare,Thyrocare
2025-05-22,UPI/Domino's/Quick Pay,120.85,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-05-22,UPI/Rapido/Quick Pay,43.37,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-22,UPI/Ola/Quick Pay,119.95,debit,UPI,HDFC Savings,Travel,Ola
2025-05-22,UPI/Haldiram's/Quick Pay,284.66,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-05-23,Bill/Airtel Mobile,410.16,debit,UPI,SBI Savings,Utilities,Airtel Mobile
2025-05-23,UPI/Received/Priya K,931.74,credit,UPI,SBI Savings,Transfers,Priya K
2025-05-23,UPI/Namma Yatri/Purchase,249.77,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-23,UPI/UPI Misc 0/Quick Pay,187.64,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-05-23,UPI/Zomato/Purchase,726.19,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-05-23,UPI/Reliance Fresh/Pay,582.88,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-05-23,UPI/Namma Yatri/Order,103.18,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-23,UPI/Ola/Quick Pay,135.25,debit,UPI,SBI Savings,Travel,Ola
2025-05-23,UPI/Namma Yatri/Quick Pay,210.72,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-23,UPI/DMart/Pay,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-05-23,UPI/BPCL/Pay,1075.55,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-05-24,UPI/Starbucks/Food Order,439.77,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-05-24,UPI/BMTC/Bus Ticket,17.21,debit,UPI,HDFC Savings,Travel,BMTC
2025-05-24,UPI/Rapido/Purchase,120.21,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-24,UPI/Starbucks/Purchase,109.39,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-05-24,UPI/Swiggy Instamart/Order,181.79,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-05-24,UPI/Rapido/Quick Pay,165.53,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-24,UPI/Rapido/Quick Pay,235.14,debit,UPI,SBI Savings,Travel,Rapido
2025-05-25,UPI/Rapido/Ride,205.9,debit,UPI,SBI Savings,Travel,Rapido
2025-05-25,UPI/Ola/Purchase,77.76,debit,UPI,SBI Savings,Travel,Ola
2025-05-25,UPI/Uber/Order,111.09,debit,UPI,HDFC Savings,Travel,Uber
2025-05-25,UPI/Ola/Pay,370.23,debit,UPI,SBI Savings,Travel,Ola
2025-05-26,Subscription/Netflix,649.0,debit,Credit Card,HDFC Credit Card,Entertainment,Netflix
2025-05-26,UPI/Uber/Quick Pay,40.32,debit,UPI,HDFC Savings,Travel,Uber
2025-05-26,UPI/Subway/Purchase,203.14,debit,UPI,SBI Savings,Food & Dining,Subway
2025-05-26,UPI/Namma Yatri/Quick Pay,78.92,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-26,UPI/Blinkit/Pay,272.38,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-05-27,UPI/UPI Misc 1/Purchase,129.92,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 1
2025-05-27,UPI/Namma Yatri/Pay,147.2,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-27,UPI/Zomato/Quick Pay,416.09,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-05-27,UPI/Rapido/Quick Pay,79.31,debit,UPI,SBI Savings,Travel,Rapido
2025-05-28,UPI/BMTC/Bus Ticket,52.25,debit,UPI,HDFC Savings,Travel,BMTC
2025-05-28,UPI/Shell/Pay,1428.67,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-05-28,UPI/Haldiram's/Pay,224.59,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-05-28,UPI/Uber/Order,344.34,debit,UPI,SBI Savings,Travel,Uber
2025-05-28,UPI/UPI Misc 1/Order,57.31,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-05-29,UPI/Zepto/Grocery,500.32,debit,UPI,SBI Savings,Groceries,Zepto
2025-05-29,UPI/Domino's/Quick Pay,175.68,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-05-29,UPI/Rapido/Quick Pay,188.26,debit,UPI,HDFC Savings,Travel,Rapido
2025-05-29,UPI/Shell/Quick Pay,1466.67,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-05-29,UPI/Cafe Coffee Day/Order,141.15,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-05-29,UPI/Starbucks/Quick Pay,40.16,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-05-29,UPI/Ola/Order,312.02,debit,UPI,SBI Savings,Travel,Ola
2025-05-29,UPI/Rapido/Pay,82.01,debit,UPI,SBI Savings,Travel,Rapido
2025-05-29,UPI/Zomato/Order,144.13,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-05-30,UPI/Dunzo/Food Order,424.42,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-05-30,UPI/Zomato/Quick Bite,95.49,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-05-30,UPI/Rapido/Ride,205.42,debit,UPI,SBI Savings,Travel,Rapido
2025-05-30,UPI/Namma Yatri/Ride,137.23,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-30,UPI/Indian Oil/Fuel,1385.33,debit,UPI,SBI Savings,Fuel,Indian Oil
2025-05-30,UPI/Pay/Sneha R,1224.23,debit,UPI,HDFC Savings,Transfers,Sneha R
2025-05-30,UPI/Namma Yatri/Order,111.13,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-30,UPI/Big Basket/Quick Pay,756.99,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-05-30,UPI/Ola/Purchase,434.35,debit,UPI,SBI Savings,Travel,Ola
2025-05-30,UPI/Reliance Fresh/Quick Pay,613.56,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-05-30,UPI/Spencer's/Pay,458.88,debit,UPI,SBI Savings,Groceries,Spencer's
2025-05-30,UPI/Spencer's/Order,638.22,debit,UPI,SBI Savings,Groceries,Spencer's
2025-05-31,UPI/Swiggy/Food Order,418.68,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-05-31,Tata Cliq/Online Purchase,1687.29,debit,UPI,HDFC Savings,Shopping,Tata Cliq
2025-05-31,Meesho/Online Purchase,603.66,debit,UPI,HDFC Savings,Shopping,Meesho
2025-05-31,UPI/Namma Yatri/Ride,68.88,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-05-31,Bill/BESCOM,2136.98,debit,UPI,HDFC Savings,Utilities,BESCOM
2025-05-31,UPI/Namma Yatri/Purchase,154.69,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-31,UPI/Uber/Pay,166.07,debit,UPI,HDFC Savings,Travel,Uber
2025-05-31,UPI/DMart/Pay,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-05-31,UPI/Dunzo/Pay,188.51,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-05-31,UPI/Swiggy/Quick Pay,564.65,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-05-31,UPI/Ola/Order,151.15,debit,UPI,HDFC Savings,Travel,Ola
2025-05-31,UPI/Subway/Purchase,395.32,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-05-31,UPI/Uber/Purchase,115.01,debit,UPI,SBI Savings,Travel,Uber
2025-05-31,UPI/Namma Yatri/Quick Pay,260.22,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-05-31,UPI/UPI Misc 3/Order,70.83,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-05-31,UPI/Namma Yatri/Order,64.48,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-01,Salary Credit - TechCorp Solutions Pvt Ltd,200000.0,credit,NEFT,HDFC Savings,Salary,TechCorp Solutions
2025-06-01,UPI/Swiggy/Quick Bite,93.04,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-06-01,UPI/Uber/Quick Pay,155.42,debit,UPI,HDFC Savings,Travel,Uber
2025-06-01,UPI/Uber/Purchase,118.15,debit,UPI,SBI Savings,Travel,Uber
2025-06-01,UPI/Namma Yatri/Order,81.03,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-01,UPI/Rapido/Purchase,112.74,debit,UPI,SBI Savings,Travel,Rapido
2025-06-01,UPI/Blinkit/Order,773.48,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-06-02,UPI/Dunzo/Quick Bite,172.7,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-06-02,UPI/Uber/Ride,264.89,debit,UPI,HDFC Savings,Travel,Uber
2025-06-02,Bill/Airtel Mobile,418.44,debit,UPI,HDFC Savings,Utilities,Airtel Mobile
2025-06-02,BWSSB/Water Bill,486.04,debit,UPI,HDFC Savings,Utilities,BWSSB
2025-06-02,UPI/DMart/Pay,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-06-02,UPI/Cafe Coffee Day/Purchase,178.25,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-06-02,UPI/Uber/Pay,356.93,debit,UPI,HDFC Savings,Travel,Uber
2025-06-03,UPI/Swiggy/Quick Bite,140.85,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-06-03,UPI/Swiggy/Quick Bite,190.26,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-06-03,UPI/Zepto/Grocery,483.79,debit,UPI,SBI Savings,Groceries,Zepto
2025-06-03,Meesho/Online Purchase,857.25,debit,Credit Card,HDFC Credit Card,Shopping,Meesho
2025-06-03,UPI/Shell/Fuel,1008.2,debit,UPI,HDFC Savings,Fuel,Shell
2025-06-03,Bill/Piped Gas (IGL),615.11,debit,UPI,HDFC Savings,Utilities,Piped Gas (IGL)
2025-06-03,UPI/Pay/Vikram M,894.97,debit,UPI,HDFC Savings,Transfers,Vikram M
2025-06-03,UPI/Zomato/Order,567.96,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-06-03,UPI/Zomato/Quick Pay,459.42,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-06-03,UPI/Shell/Pay,1549.48,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-06-03,UPI/Spencer's/Purchase,668.05,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-06-03,UPI/Spencer's/Purchase,687.7,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-06-03,UPI/Uber/Quick Pay,605.96,debit,UPI,SBI Savings,Travel,Uber
2025-06-04,Bill/Jio Broadband,983.7,debit,UPI,SBI Savings,Utilities,Jio Broadband
2025-06-04,UPI/Ola/Order,259.06,debit,UPI,SBI Savings,Travel,Ola
2025-06-04,UPI/Swiggy Instamart/Quick Pay,793.1,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-06-04,UPI/Blinkit/Order,634.62,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-06-04,UPI/McDonald's/Order,439.1,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-06-04,UPI/Rapido/Order,47.62,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-04,UPI/UPI Misc 4/Pay,218.66,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-06-04,UPI/Rapido/Pay,167.11,debit,UPI,SBI Savings,Travel,Rapido
2025-06-04,UPI/UPI Misc 1/Order,200.4,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-06-05,Rent Payment - Prestige Residency,22000.0,debit,NEFT,HDFC Savings,Rent,Prestige Residency
2025-06-05,Home Loan EMI - HDFC Bank HL2023,18450.0,debit,EMI,HDFC Savings,EMI,HDFC Bank
2025-06-05,ATM Withdrawal - HDFC Bank,7494.57,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-06-05,UPI/Uber/Purchase,499.06,debit,UPI,HDFC Savings,Travel,Uber
2025-06-05,UPI/HP Petrol Pump/Quick Pay,1381.35,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-06-05,UPI/UPI Misc 1/Quick Pay,50.34,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 1
2025-06-05,UPI/Ola/Pay,50.52,debit,UPI,SBI Savings,Travel,Ola
2025-06-06,Ajio/Online Purchase,1940.7,debit,UPI,SBI Savings,Shopping,Ajio
2025-06-06,UPI/Ola/Ride,121.06,debit,UPI,SBI Savings,Travel,Ola
2025-06-06,UPI/Subway/Order,77.2,debit,UPI,SBI Savings,Food & Dining,Subway
2025-06-06,UPI/UPI Misc 4/Pay,167.65,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-06-06,UPI/Namma Yatri/Purchase,235.87,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-06-06,UPI/Ola/Order,334.61,debit,UPI,SBI Savings,Travel,Ola
2025-06-06,UPI/Swiggy/Purchase,182.48,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-06-06,UPI/DMart/Quick Pay,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-06-06,UPI/Subway/Pay,285.73,debit,UPI,SBI Savings,Food & Dining,Subway
2025-06-06,UPI/Reliance Fresh/Quick Pay,565.29,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-06-06,UPI/UPI Misc 1/Pay,119.17,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-06-06,UPI/UPI Misc 2/Order,60.07,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-06-06,UPI/Ola/Purchase,394.45,debit,UPI,SBI Savings,Travel,Ola
2025-06-06,UPI/Ola/Quick Pay,142.12,debit,UPI,HDFC Savings,Travel,Ola
2025-06-06,UPI/Big Basket/Quick Pay,670.73,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-06-06,UPI/Rapido/Quick Pay,194.92,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-06,UPI/UPI Misc 1/Purchase,145.37,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-06-06,UPI/Indian Oil/Quick Pay,788.14,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-06-07,SIP - Axis Bluechip Fund,3000.0,debit,SIP,HDFC Savings,Investments,Axis Bluechip Fund
2025-06-07,SIP - Mirae Asset ELSS,2000.0,debit,SIP,HDFC Savings,Investments,Mirae Asset ELSS
2025-06-07,SIP - Parag Parikh Flexi,5000.0,debit,SIP,HDFC Savings,Investments,Parag Parikh Flexi Cap
2025-06-07,UPI/Starbucks/Food Order,501.16,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-06-07,UPI/Big Basket/Grocery,1574.72,debit,UPI,SBI Savings,Groceries,Big Basket
2025-06-07,UPI/Rapido/Pay,96.68,debit,UPI,SBI Savings,Travel,Rapido
2025-06-07,UPI/DMart/Purchase,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-06-07,UPI/Rapido/Order,176.9,debit,UPI,HDFC Savings,Travel,Rapido
2025-06-07,UPI/Big Basket/Purchase,723.56,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-06-07,UPI/KFC/Order,60.79,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-06-08,UPI/BMTC/Bus Ticket,33.06,debit,UPI,SBI Savings,Travel,BMTC
2025-06-08,Subscription/Spotify,119.0,debit,Credit Card,HDFC Credit Card,Entertainment,Spotify
2025-06-08,Lenskart/Spectacles,4200.0,debit,UPI,SBI Savings,Healthcare,Lenskart
